id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery,armor_mastery,shield_mastery
132,Scribe Scroll,Item Creation,You can create magic scrolls.,Caster level 1st.,,"You can create a scroll of any spell that you know. Scribing a scroll takes 2 hours if its base price is 250 gp or less, otherwise scribing a scroll takes 1 day for each 1,000 gp in its base price. To scribe a scroll, you must use up raw materials costing half of this base price. See the magic item creation rules in Chapter 15 for more information.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Scribe Scroll (Item Creation)</p><div style=""clear: both;""></div></div><div><h5>You can create magic scrolls.<h5><b>Prerequisites: </b>Caster level 1st.</h5><h5><b>Benefit: </b>You can create a scroll of any spell that you know. Scribing a scroll takes 2 hours if its base price is 250 gp or less, otherwise scribing a scroll takes 1 day for each 1,000 gp in its base price. To scribe a scroll, you must use up raw materials costing half of this base price. See the magic item creation rules in Chapter 15 for more information.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
133,Selective Channeling,General,You can choose whom to affect when you channel energy.,"Cha 13, channel energy class feature.",,"When you channel energy, you can choose a number of targets in the area up to your Charisma modifier. These targets are not affected by your channeled energy.",All targets in a 30-foot burst are affected when you channel energy. You can only choose whether or not you are affected.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Selective Channeling</p><div style=""clear: both;""></div></div><div><h5>You can choose whom to affect when you channel energy.<h5><b>Prerequisites: </b>Cha 13, channel energy class feature.</h5><h5><b>Benefit: </b>When you channel energy, you can choose a number of targets in the area up to your Charisma modifier. These targets are not affected by your channeled energy.</h5><h5><b>Normal: </b>All targets in a 30-foot burst are affected when you channel energy. You can only choose whether or not you are affected.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
134,Self-Sufficient,General,You know how to get along in the wild and how to effectively treat wounds.,,,"You get a +2 bonus on all Heal checks and Survival checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Self-Sufficient</p><div style=""clear: both;""></div></div><div><h5>You know how to get along in the wild and how to effectively treat wounds.<h5><b>Benefit: </b>You get a +2 bonus on all Heal checks and Survival checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
135,Shatter Defenses,Combat,Your skill with your chosen weapon leaves opponents unable to defend themselves if you strike them when their defenses are already compromised.,"Weapon Focus, Dazzling Display, base attack bonus +6, proficiency with weapon.","Weapon Focus, Dazzling Display","Any shaken, frightened, or panicked opponent hit by you this round is flat-footed to your attacks until the end of your next turn. This includes any additional attacks you make this round.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Shatter Defenses (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your skill with your chosen weapon leaves opponents unable to defend themselves if you strike them when their defenses are already compromised.<h5><b>Prerequisites: </b>Weapon Focus, Dazzling Display, base attack bonus +6, proficiency with weapon.</h5><h5><b>Benefit: </b>Any shaken, frightened, or panicked opponent hit by you this round is flat-footed to your attacks until the end of your next turn. This includes any additional attacks you make this round.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
136,Shield Focus,Combat,You are skilled at def lecting blows with your shield.,"Shield Proficiency, base attack bonus +1.",Shield Proficiency,Increase the AC bonus granted by any shield you are using by 1.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Shield Focus (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at def lecting blows with your shield.<h5><b>Prerequisites: </b>Shield Proficiency, base attack bonus +1.</h5><h5><b>Benefit: </b>Increase the AC bonus granted by any shield you are using by 1.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
137,Shield Proficiency,Combat,You are trained in how to properly use a shield.,,,"When you use a shield (except a tower shield), the shield's armor check penalty only applies to Strength- and Dexterity-based skills.","When you are using a shield with which you are not proficient, you take the shield's armor check penalty on attack rolls and on all skill checks that involve moving.","Barbarians, bards, clerics, druids, fighters, paladins, and rangers all automatically have Shield Proficiency as a bonus feat. They need not select it.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Shield Proficiency (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are trained in how to properly use a shield.<h5><b>Benefit: </b>When you use a shield (except a tower shield), the shield's armor check penalty only applies to Strength- and Dexterity-based skills.</h5><h5><b>Normal: </b>When you are using a shield with which you are not proficient, you take the shield's armor check penalty on attack rolls and on all skill checks that involve moving.</h5><h5><b>Special: </b>Barbarians, bards, clerics, druids, fighters, paladins, and rangers all automatically have Shield Proficiency as a bonus feat. They need not select it.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
138,Shield Slam,Combat,"In the right position, your shield can be used to send opponents flying.","Improved Shield Bash, Shield Proficiency, Two-Weapon Fighting, base attack bonus +6.","Improved Shield Bash, Shield Proficiency, Two-Weapon Fighting","Any opponents hit by your shield bash are also hit with a free bull rush attack, substituting your attack roll for the combat maneuver check (see Chapter 8). This bull rush does not provoke an attack of opportunity. Opponents who cannot move back due to a wall or other surface are knocked prone after moving the maximum possible distance. You may choose to move with your target if you are able to take a 5-foot step or to spend an action to move this turn.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Shield Slam (Combat)</p><div style=""clear: both;""></div></div><div><h5>In the right position, your shield can be used to send opponents flying.<h5><b>Prerequisites: </b>Improved Shield Bash, Shield Proficiency, Two-Weapon Fighting, base attack bonus +6.</h5><h5><b>Benefit: </b>Any opponents hit by your shield bash are also hit with a free bull rush attack, substituting your attack roll for the combat maneuver check (see Chapter 8). This bull rush does not provoke an attack of opportunity. Opponents who cannot move back due to a wall or other surface are knocked prone after moving the maximum possible distance. You may choose to move with your target if you are able to take a 5-foot step or to spend an action to move this turn.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
139,Shot on the Run,Combat,"You can move, fire a ranged weapon, and move again before your foes can react.","Dex 13, Dodge, Mobility, Point-Blank Shot, base attack bonus +4.","Dodge, Mobility, Point-Blank Shot","As a full-round action, you can move up to your speed and make a single ranged attack at any point during your movement.",You cannot move before and after an attack with a ranged weapon.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Shot on the Run (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can move, fire a ranged weapon, and move again before your foes can react.<h5><b>Prerequisites: </b>Dex 13, Dodge, Mobility, Point-Blank Shot, base attack bonus +4.</h5><h5><b>Benefit: </b>As a full-round action, you can move up to your speed and make a single ranged attack at any point during your movement.</h5><h5><b>Normal: </b>You cannot move before and after an attack with a ranged weapon.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
140,Sickening Critical,Combat,Your critical hits cause opponents to become sickened.,"Critical Focus, base attack bonus +11.",Critical Focus,"Whenever you score a critical hit, your opponent becomes sickened for 1 minute. The effects of this feat do not stack. Additional hits instead add to the effect's duration.",,You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Sickening Critical (Combat, Critical)</p><div style=""clear: both;""></div></div><div><h5>Your critical hits cause opponents to become sickened.<h5><b>Prerequisites: </b>Critical Focus, base attack bonus +11.</h5><h5><b>Benefit: </b>Whenever you score a critical hit, your opponent becomes sickened for 1 minute. The effects of this feat do not stack. Additional hits instead add to the effect's duration.</h5><h5><b>Special: </b>You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.</h5></div>",0,1,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
141,Silent Spell,Metamagic,You can cast your spells without making any sound.,,,A silent spell can be cast with no verbal components. Spells without verbal components are not affected. A silent spell uses up a spell slot one level higher than the spell's actual level.,,Bard spells cannot be enhanced by this feat.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Silent Spell (Metamagic)</p><div style=""clear: both;""></div></div><div><h5>You can cast your spells without making any sound.<h5><b>Benefit: </b>A silent spell can be cast with no verbal components. Spells without verbal components are not affected. A silent spell uses up a spell slot one level higher than the spell's actual level.</h5><h5><b>Special: </b>Bard spells cannot be enhanced by this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
142,Simple Weapon Proficiency,Combat,You are trained in the use of basic weapons.,,,You make attack rolls with simple weapons without penalty.,"When using a weapon with which you are not proficient, you take a -4 penalty on attack rolls.","All characters except for druids, monks, and wizards are automatically proficient with all simple weapons. They need not select this feat.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Simple Weapon Proficiency (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are trained in the use of basic weapons.<h5><b>Benefit: </b>You make attack rolls with simple weapons without penalty.</h5><h5><b>Normal: </b>When using a weapon with which you are not proficient, you take a -4 penalty on attack rolls.</h5><h5><b>Special: </b>All characters except for druids, monks, and wizards are automatically proficient with all simple weapons. They need not select this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
143,Skill Focus,General,Choose a skill. You are particularly adept at that skill.,,,"You get a +3 bonus on all checks involving the chosen skill. If you have 10 or more ranks in that skill, this bonus increases to +6.",,"You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new skill.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Skill Focus</p><div style=""clear: both;""></div></div><div><h5>Choose a skill. You are particularly adept at that skill.<h5><b>Benefit: </b>You get a +3 bonus on all checks involving the chosen skill. If you have 10 or more ranks in that skill, this bonus increases to +6.</h5><h5><b>Special: </b>You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new skill.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
144,Snatch Arrows,Combat,"Instead of knocking an arrow or ranged attack aside, you can catch it in mid-flight.","Dex 15, Deflect Arrows, Improved Unarmed Strike.","Deflect Arrows, Improved Unarmed Strike",When using the Def lect Arrows feat you may choose to catch the weapon instead of just def lecting it. Thrown weapons can immediately be thrown back as an attack against the original attacker (even though it isn't your turn) or kept for later use. You must have at least one hand free (holding nothing) to use this feat.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Snatch Arrows (Combat)</p><div style=""clear: both;""></div></div><div><h5>Instead of knocking an arrow or ranged attack aside, you can catch it in mid-flight.<h5><b>Prerequisites: </b>Dex 15, Deflect Arrows, Improved Unarmed Strike.</h5><h5><b>Benefit: </b>When using the Def lect Arrows feat you may choose to catch the weapon instead of just def lecting it. Thrown weapons can immediately be thrown back as an attack against the original attacker (even though it isn't your turn) or kept for later use. You must have at least one hand free (holding nothing) to use this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
145,Spell Focus,General,Choose a school of magic. Any spells you cast of that school are more difficult to resist.,,,Add +1 to the Difficulty Class for all saving throws against spells from the school of magic you select.,,"You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new school of magic.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spell Focus</p><div style=""clear: both;""></div></div><div><h5>Choose a school of magic. Any spells you cast of that school are more difficult to resist.<h5><b>Benefit: </b>Add +1 to the Difficulty Class for all saving throws against spells from the school of magic you select.</h5><h5><b>Special: </b>You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new school of magic.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
146,Spell Mastery,General,"You have mastered a small handful of spells, and can prepare these spells without referencing your spellbooks at all.",1st-level wizard.,,"Each time you take this feat, choose a number of spells that you already know equal to your Intelligence modifier. From that point on, you can prepare these spells without referring to a spellbook.","Without this feat, you must use a spellbook to prepare all your spells, except read magic.",,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spell Mastery</p><div style=""clear: both;""></div></div><div><h5>You have mastered a small handful of spells, and can prepare these spells without referencing your spellbooks at all.<h5><b>Prerequisites: </b>1st-level wizard.</h5><h5><b>Benefit: </b>Each time you take this feat, choose a number of spells that you already know equal to your Intelligence modifier. From that point on, you can prepare these spells without referring to a spellbook.</h5><h5><b>Normal: </b>Without this feat, you must use a spellbook to prepare all your spells, except <i>read magic</i>.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
147,Spell Penetration,General,Your spells break through spell resistance more easily than most.,,,You get a +2 bonus on caster level checks (1d20 + caster level) made to overcome a creature's spell resistance.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spell Penetration</p><div style=""clear: both;""></div></div><div><h5>Your spells break through spell resistance more easily than most.<h5><b>Benefit: </b>You get a +2 bonus on caster level checks (1d20 + caster level) made to overcome a creature's spell resistance.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
148,Spellbreaker,Combat,You can strike at enemy spellcasters who fail to cast defensively when you threaten them.,"Disruptive, 10th-level fighter.",Disruptive,Enemies in your threatened area that fail their checks to cast spells defensively provoke attacks of opportunity from you.,Enemies that fail to cast spells defensively do not provoke attacks of opportunity.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spellbreaker (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can strike at enemy spellcasters who fail to cast defensively when you threaten them.<h5><b>Prerequisites: </b>Disruptive, 10th-level fighter.</h5><h5><b>Benefit: </b>Enemies in your threatened area that fail their checks to cast spells defensively provoke attacks of opportunity from you.</h5><h5><b>Normal: </b>Enemies that fail to cast spells defensively do not provoke attacks of opportunity.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
149,Spirited Charge,Combat,Your mounted charge attacks deal a tremendous amount of damage.,"Ride 1 rank, Mounted Combat, Ride-By Attack.","Mounted Combat, Ride-By Attack","When mounted and using the charge action, you deal double damage with a melee weapon (or triple damage with a lance).",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spirited Charge (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your mounted charge attacks deal a tremendous amount of damage.<h5><b>Prerequisites: </b>Ride 1 rank, Mounted Combat, Ride-By Attack.</h5><h5><b>Benefit: </b>When mounted and using the charge action, you deal double damage with a melee weapon (or triple damage with a lance).</h5></div>",0,0,0,0,0,0,0,,,,,0,,Ride 1,0,0,0,0,0,0,0,0,0
150,Spring Attack,Combat,"You can deftly move up to a foe, strike, and withdraw before he can react.","Dex 13, Dodge, Mobility, base attack bonus +4.","Dodge, Mobility","As a full-round action, you can move up to your speed and make a single melee attack without provoking any attacks of opportunity from the target of your attack. You can move both before and after the attack, but you must move at least 10 feet before the attack and the total distance that you move cannot be greater than your speed. You cannot use this ability to attack a foe that is adjacent to you at the start of your turn.",You cannot move before and after an attack.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spring Attack (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can deftly move up to a foe, strike, and withdraw before he can react.<h5><b>Prerequisites: </b>Dex 13, Dodge, Mobility, base attack bonus +4.</h5><h5><b>Benefit: </b>As a full-round action, you can move up to your speed and make a single melee attack without provoking any attacks of opportunity from the target of your attack. You can move both before and after the attack, but you must move at least 10 feet before the attack and the total distance that you move cannot be greater than your speed. You cannot use this ability to attack a foe that is adjacent to you at the start of your turn.</h5><h5><b>Normal: </b>You cannot move before and after an attack.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
151,Staggering Critical,Combat,Your critical hits cause opponents to slow down.,"Critical Focus, base attack bonus +13.",Critical Focus,"Whenever you score a critical hit, your opponent becomes staggered for 1d4+1 rounds. A successful Fortitude save reduces the duration to 1 round. The DC of this Fortitude save is equal to 10 + your base attack bonus. The effects of this feat do not stack. Additional hits instead add to the duration.",,You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Staggering Critical (Combat, Critical)</p><div style=""clear: both;""></div></div><div><h5>Your critical hits cause opponents to slow down.<h5><b>Prerequisites: </b>Critical Focus, base attack bonus +13.</h5><h5><b>Benefit: </b>Whenever you score a critical hit, your opponent becomes staggered for 1d4+1 rounds. A successful Fortitude save reduces the duration to 1 round. The DC of this Fortitude save is equal to 10 + your base attack bonus. The effects of this feat do not stack. Additional hits instead add to the duration.</h5><h5><b>Special: </b>You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.</h5></div>",0,1,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
152,Stand Still,Combat,You can stop foes that try to move past you.,Combat Reflexes.,Combat Reflexes,"When a foe provokes an attack of opportunity due to moving through your adjacent squares, you can make a combat maneuver check as your attack of opportunity. If successful, the enemy cannot move for the rest of his turn. An enemy can still take the rest of his action, but cannot move. This feat also applies to any creature that attempts to move from a square that is adjacent to you if such movement provokes an attack of opportunity.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Stand Still (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can stop foes that try to move past you.<h5><b>Prerequisites: </b>Combat Reflexes.</h5><h5><b>Benefit: </b>When a foe provokes an attack of opportunity due to moving through your adjacent squares, you can make a combat maneuver check as your attack of opportunity. If successful, the enemy cannot move for the rest of his turn. An enemy can still take the rest of his action, but cannot move. This feat also applies to any creature that attempts to move from a square that is adjacent to you if such movement provokes an attack of opportunity.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
153,Stealthy,General,You are good at avoiding unwanted attention and slipping out of bonds.,,,"You get a +2 bonus on all Escape Artist and Stealth skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Stealthy</p><div style=""clear: both;""></div></div><div><h5>You are good at avoiding unwanted attention and slipping out of bonds.<h5><b>Benefit: </b>You get a +2 bonus on all Escape Artist and Stealth skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
154,Step Up,Combat,You can close the distance when a foe tries to move away.,Base attack bonus +1.,,"Whenever an adjacent foe attempts to take a 5-foot step away from you, you may also make a 5-foot step as an immediate action so long as you end up adjacent to the foe that triggered this ability. If you take this step, you cannot take a 5-foot step during your next turn. If you take an action to move during your next turn, subtract 5 feet from your total movement.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Step Up (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can close the distance when a foe tries to move away.<h5><b>Prerequisites: </b>Base attack bonus +1.</h5><h5><b>Benefit: </b>Whenever an adjacent foe attempts to take a 5-foot step away from you, you may also make a 5-foot step as an immediate action so long as you end up adjacent to the foe that triggered this ability. If you take this step, you cannot take a 5-foot step during your next turn. If you take an action to move during your next turn, subtract 5 feet from your total movement.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
155,Still Spell,Metamagic,You can cast spells without moving.,,,A stilled spell can be cast with no somatic components. Spells without somatic components are not affected. A stilled spell uses up a spell slot one level higher than the spell's actual level.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Still Spell (Metamagic)</p><div style=""clear: both;""></div></div><div><h5>You can cast spells without moving.<h5><b>Benefit: </b>A stilled spell can be cast with no somatic components. Spells without somatic components are not affected. A stilled spell uses up a spell slot one level higher than the spell's actual level.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
156,Strike Back,Combat,"You can strike at foes that attack you using their superior reach, by targeting their limbs or weapons as they come at you.",Base attack bonus +11.,,"You can ready an action to make a melee attack against any foe that attacks you in melee, even if the foe is outside of your reach.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Strike Back (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can strike at foes that attack you using their superior reach, by targeting their limbs or weapons as they come at you.<h5><b>Prerequisites: </b>Base attack bonus +11.</h5><h5><b>Benefit: </b>You can ready an action to make a melee attack against any foe that attacks you in melee, even if the foe is outside of your reach.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
157,Stunning Critical,Combat,Your critical hits cause opponents to become stunned.,"Critical Focus, Staggering Critical, base attack bonus +17.","Critical Focus, Staggering Critical","Whenever you score a critical hit, your opponent becomes stunned for 1d4 rounds. A successful Fortitude save reduces this to staggered for 1d4 rounds. The DC of this Fortitude save is equal to 10 + your base attack bonus. The effects of this feat do not stack. Additional hits instead add to the duration.",,You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Stunning Critical (Combat, Critical)</p><div style=""clear: both;""></div></div><div><h5>Your critical hits cause opponents to become stunned.<h5><b>Prerequisites: </b>Critical Focus, Staggering Critical, base attack bonus +17.</h5><h5><b>Benefit: </b>Whenever you score a critical hit, your opponent becomes stunned for 1d4 rounds. A successful Fortitude save reduces this to staggered for 1d4 rounds. The DC of this Fortitude save is equal to 10 + your base attack bonus. The effects of this feat do not stack. Additional hits instead add to the duration.</h5><h5><b>Special: </b>You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.</h5></div>",0,1,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
158,Stunning Fist,Combat,You know just where to strike to temporarily stun a foe.,"Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8.",Improved Unarmed Strike,"You must declare that you are using this feat before you make your attack roll (thus, a failed attack roll ruins the attempt). Stunning Fist forces a foe damaged by your unarmed attack to make a Fortitude saving throw (DC 10 + 1/2 your character level + your Wis modifier), in addition to dealing damage normally. A defender who fails this saving throw is stunned for 1 round (until just before your next turn). A stunned character drops everything held, can't take actions, loses any Dexterity bonus to AC, and takes a -2 penalty to AC. You may attempt a stunning attack once per day for every four levels you have attained (but see Special), and no more than once per round. Constructs, oozes, plants, undead, incorporeal creatures, and creatures immune to critical hits cannot be stunned.",,"A monk receives Stunning Fist as a bonus feat at 1st level, even if he does not meet the prerequisites. A monk may attempt a stunning attack a number of times per day equal to his monk level, plus one more time per day for every four levels he has in classes other than monk.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Stunning Fist (Combat)</p><div style=""clear: both;""></div></div><div><h5>You know just where to strike to temporarily stun a foe.<h5><b>Prerequisites: </b>Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8.</h5><h5><b>Benefit: </b>You must declare that you are using this feat before you make your attack roll (thus, a failed attack roll ruins the attempt). Stunning Fist forces a foe damaged by your unarmed attack to make a Fortitude saving throw (DC 10 + 1/2 your character level + your Wis modifier), in addition to dealing damage normally. A defender who fails this saving throw is stunned for 1 round (until just before your next turn). A stunned character drops everything held, can't take actions, loses any Dexterity bonus to AC, and takes a -2 penalty to AC. You may attempt a stunning attack once per day for every four levels you have attained (but see Special), and no more than once per round. Constructs, oozes, plants, undead, incorporeal creatures, and creatures immune to critical hits cannot be stunned.</h5><h5><b>Special: </b>A monk receives Stunning Fist as a bonus feat at 1st level, even if he does not meet the prerequisites. A monk may attempt a stunning attack a number of times per day equal to his monk level, plus one more time per day for every four levels he has in classes other than monk.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
159,Throw Anything,Combat,You are used to throwing things you have on hand.,,,You do not suffer any penalties for using an improvised ranged weapon. You receive a +1 circumstance bonus on attack rolls made with thrown splash weapons.,You take a -4 penalty on attack rolls made with an improvised weapon.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Throw Anything (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are used to throwing things you have on hand.<h5><b>Benefit: </b>You do not suffer any penalties for using an improvised ranged weapon. You receive a +1 circumstance bonus on attack rolls made with thrown splash weapons.</h5><h5><b>Normal: </b>You take a -4 penalty on attack rolls made with an improvised weapon.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
160,Tiring Critical,Combat,Your critical hits cause opponents to become fatigued.,"Critical Focus, base attack bonus +13.",Critical Focus,"Whenever you score a critical hit, your opponent becomes fatigued. This feat has no additional effect on a fatigued or exhausted creature.",,You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tiring Critical (Combat, Critical)</p><div style=""clear: both;""></div></div><div><h5>Your critical hits cause opponents to become fatigued.<h5><b>Prerequisites: </b>Critical Focus, base attack bonus +13.</h5><h5><b>Benefit: </b>Whenever you score a critical hit, your opponent becomes fatigued. This feat has no additional effect on a fatigued or exhausted creature.</h5><h5><b>Special: </b>You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.</h5></div>",0,1,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
161,Toughness,General,You have enhanced physical stamina.,,,"You gain +3 hit points. For every Hit Die you possess beyond 3, you gain an additional +1 hit point. If you have more than 3 Hit Dice, you gain +1 hit points whenever you gain a Hit Die (such as when you gain a level).",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Toughness</p><div style=""clear: both;""></div></div><div><h5>You have enhanced physical stamina.<h5><b>Benefit: </b>You gain +3 hit points. For every Hit Die you possess beyond 3, you gain an additional +1 hit point. If you have more than 3 Hit Dice, you gain +1 hit points whenever you gain a Hit Die (such as when you gain a level).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
